price_ori,delivery,item_category_detail,title,item_rating,seller_name,price_actual
25.8,"KL City, Kuala Lumpur",Shopee | Women's Bags | Shoulder Bags | Shoulder Bags,1081 PU SLING BAG KULIT leather Casual Beg Tangan Wanita women Shoulder Wallet Purse Travel READY STOCK QQF WHOLESALE | Shopee Malaysia,4.9,qqfwholesale,12.9
1.41,,Shopee | Home Appliances | Sewing Machines | Sewing Machines and Accessories,Stat Chinese Traditional Frog Buttons Knot Cheongsam Frog Buckle Sewing Fasteners | Shopee Malaysia,5,stationery.my,0.75
8.5,"KL City, Kuala Lumpur",Shopee | Women's Bags | Handbags | Set Handbags,N09 READY STOCK MYFOOYIN woman handbag set 2in1 sling bag | Shopee Malaysia,4.9,fooyin88,8.5
8.7,,Shopee | Women Clothes | Maternity Wear | Innerwear,🔥Shocking Sale🔥Cotton Comfort Nursing Bra Breastfeeding Bra For Pregnancy Women Maternity Underwear B2 衣服 女装 内衣 文胸 | Shopee Malaysia,4.9,vivi2002,8.7
3999,"KL City, Kuala Lumpur",Shopee | Cameras & Drones | DSLR Cameras | DSLRs,Canon EOS 70D 18-55mm IS STM Original+64gb+extra battery original (MADE IN JAPAN)3 years Warranty | Shopee Malaysia,5,xpro.gadget,2739
2950,,Shopee | Cameras & Drones | Others | Others,"Atomos Ninja Cast Stand-Alone Switcher, Multiview Monitor And Broadcast Quality Recorder (Ninja V + AtomX CAST) | Shopee Malaysia",No ratings yet,cameravalley,2950
19,"KL City, Kuala Lumpur",Shopee | Others | Fengshui & Religious Supplies,贺加福 （新）九品莲花大悲咒/30.5cmX30.5cm/正背彩色/莲花纸/1包6色/1色20张/1包总共120张 | Shopee Malaysia,5,hokarhock,19
0.49,,Shopee | Mobile & Accessories | Cases & Covers | Mobile Pouches,Mobile Phone Smartphone Powerbank Soft Pouch Bag Cover Water Resistant with String.Ready Stock KL ship out within 24hour | Shopee Malaysia,4.9,orangetechnology,0.49
11,"KL City, Kuala Lumpur",Shopee | Men Clothes | Traditional Wear | Bottoms,Fashion Men's Sheer Thong Low Rise Stretch G-String T-Back Briefs | Shopee Malaysia,5,mrbunny.my,5.5
599,"KL City, Kuala Lumpur",Shopee | Mobile & Accessories | Cool Gadgets | Stylus,Apple Pencil (2nd Generation) | Shopee Malaysia,4.9,switch_os,449
5,"KL City, Kuala Lumpur",Shopee | Mobile & Accessories | Cables & Chargers | Docks,1PCS Universal Adjustable Multi-functional Stand Holder Cradle Folding Portable Stand Support Mobile phone accessories | Shopee Malaysia,4.9,yutianying3.my,0.99
39.9,"KL City, Kuala Lumpur",Shopee | Men's Bags & Wallets | Messenger Bags | Messenger Bags,Sports Messenger Sling Bag Shoulder Bag Crossbody Bag | Shopee Malaysia,4.9,hnkk8896,39.9
33,,Shopee | Watches | Others,JAM TANGAN MURAH GSHOCKK DW6900 DIGITAL - JAM TANGAN LELAKI DAN WANITA MURAH | Shopee Malaysia,4.9,miroshi_ent.my12,33
0.44,,Shopee | Health & Beauty | Fragrances | Gift Set & Sampler,VIRAL Perfum Mini Harga Bawah Pasaran Online Hot Selling Mini Perfume Sample 2ml (Random) | Shopee Malaysia,4.9,siowgogo,0.44
228,"KL City, Kuala Lumpur",Shopee | Baby & Toys | Baby & Toddler Play | Indoor Climber & Play Structure,🤩SHOCKING PROMO🤩 TOYS STREET INDOOR OUTDOOR CAR TOON SWING  & SLIDE & MUSIC WITH BASKETBALL PLAYGROUND SET | Shopee Malaysia,4.9,toysstreet,198
8.99,,Shopee | Men Clothes | Innerwear | Undershirts,Men Slimming Slim Singlet Vest Belt Slim n Body Fit Shaper | Shopee Malaysia,4.8,setiaborongsales,8.99
138.25,"KL City, Kuala Lumpur",Shopee | Men Clothes | Sleepwear & Pajamas | Pajama Set,【Ready Stock】❀ nightwear Pasangan flanel musim sejuk satu keping piyama lelaki dan wanita menebal doraemon bulu karang jingle pencinta kucing | Shopee Malaysia,5,gejiaomaoyi2.my,69.13
0.1,,Shopee | Home & Living | Stationery | Writing Utensils,HERMAN - (1Pcs) 0.05mm Gel Pen Ball Point Student Office Stationary 中性笔 水笔 圆珠笔 | Shopee Malaysia,4.9,herman.my,0.1
0.25,,Shopee | Home & Living | Kitchen Storage | Food Storage & Dispensers,⚡️READY STOCK⚡️ BALANG 180ML KUIH/BALANG KUEH/BALANG RAYA PLASTIK | Shopee Malaysia,5,choonkeat90,0.25
557,,Shopee | Health & Beauty | Eye Care | Eye Cream & Serum,Estee Lauder Advanced Night Repair Eye Supercharged Gel-Crème Synchronized Multi-Recovery Eye Cream 15ml  (2pcs) | Shopee Malaysia,4.9,nanamall.os,330.6
17.8,,Shopee | Groceries & Pets | Alcoholic Beverages | Others,Good Day Soju - Lychee (360ml) | Shopee Malaysia,5,elegantlyred.os,17.8
,,Shopee | Home Appliances | Cooling & Heating | Fans,GOOJODOQ Desk Folding Fan Multipurpose Portable USB Fan Handheld Rechargeable Desk Cooling Fan | Shopee Malaysia,4.9,goojodoqshop.my,3.9
15.98,"KL City, Kuala Lumpur",Shopee | Mobile & Accessories | Cables & Chargers | iPhone Cables,Baseus USB Charger 2.4A Fast Charging Data USB Cable for iPhone 13 mini pro Max 11 Xr X 8 7 Plus Apple iPad Charger USB Cable | Shopee Malaysia,4.9,baseuscar.os,7.74
5.2,,Shopee | Home Appliances | Large Kitchen Appliances | Refrigerators,[ Top Quality ] Fridge Relay Overload PTC Starter Refrigerator Freezer Peti Ais Sejuk Minibar Compressor 1Pin 2Pin 3Pin | Shopee Malaysia,4.9,aw_team,5.2
0.65,,Shopee | Home Appliances | Sewing Machines | Sewing Machines and Accessories,Size #5 NYLON Zipper by Yard Rainbow Nylon Zip Rainbow Zipper Nylon Coil Zipper Bag Zip Beg *Zip Potong* OR Zip Head | Shopee Malaysia,5,sewingstore,0.65
0.15,,Shopee | Fashion Accessories | More Accessories | Keychains & Lanyard,(Min. 50pcs) 4cm Keychain Cute Suitable For Free Gift Murah Borong Mini Keychains Lanyard Keychain Murah Cheap Key Chain | Shopee Malaysia,4.9,sumohome.os,0.1
1,,Shopee | Men Clothes | T-shirts & Singlets | T-Shirts,CUSTOM MADE TSHIRT PRINTING ! READ DESCRIPTION BEFORE ORDERING ! PRE-ORDER ! NO MINIMUM ORDER ! | Shopee Malaysia,4.8,sales.printjc,1
6,,Shopee | Men Clothes | T-shirts & Singlets | T-Shirts,Men's Seamless Ice Silk Short-sleeved T-shirt Casual Breathable Quick-drying Top 男士纯色冰丝短袖T恤 | Shopee Malaysia,4.7,akolyong.my,2.7
33.9,"KL City, Kuala Lumpur",Shopee | Women Clothes | Skirts | Others,Fashflow - Aretha Wrap Skirt | Plain Wrapped Skirt | Shopee Malaysia,4.9,fashflowstore.my,33.9
10,"KL City, Kuala Lumpur",Shopee | Men Clothes | Suits | Suit Sets,KADET UNIFORM PUTERI ISLAM ( LENGAN PANJANG ) - K008LS | Shopee Malaysia,5,pywholesales,10
98,"KL City, Kuala Lumpur",Shopee | Men Clothes | Sets | Occupational Attire,💥NEW STYLE💥 BAJU SCRUB MEDICAL SCRUB SUIT Doctor 's Scrub FOR MAN & WOMEN / TOP+PANTS | Shopee Malaysia,4.9,manwei.my,37.8
48,,Shopee | Women Clothes | Skirts | Others,2 in 1 primary school uniform skirt 一件式校裙A LEVEL | Shopee Malaysia,4.9,victorialofi,48
2,,Shopee | Home Appliances | Televisions | Antennas,TV AERIAL DIGITAL ANTENNA PLUG / SOCKET CONNECTOR ADAPTER COAXIAL PLUG / COAXIAL SOCKET (1000868/0870) | Shopee Malaysia,5,zhernhong_eletronik,2
55,"KL City, Kuala Lumpur",Shopee | Home & Living | Home Decor | Curtains & Blinds,Ready stock Door Window Blackout Curtain langsir Theral Solid Window Curtain Star Curtain | Shopee Malaysia,4.9,kk_gift,34.1
119,,Shopee | Home Appliances | Large Kitchen Appliances | Water Dispensers & Purifiers,KONKA Water Purifier Easy To Install Penapis Air Washable Filters (4 Pcs) | Shopee Malaysia,4.9,konka_direct.os,56.05
3.5,,Shopee | Baby & Toys | Feeding & Nursing | Teethers & Pacifiers,LAKOE Baby Puting Nipple for Wide Neck Bottle Pigeon pacifier Replacement Baby Silicone Pacifier Bayi Susu Bottle | Shopee Malaysia,4.9,lakoeofficialstore,1.26
59,"KL City, Kuala Lumpur",Shopee | Home Appliances | Small Kitchen Appliances | Multi-function & Pressure Cookers,🇨🇳Wholesaler🇨🇳 Electric Frying Pan Rice Portable Mini Rice Cooker Periuk Nasi Multicooker Steamer Hostel Cooker | Shopee Malaysia,4.8,fersonsb,15.6
159.99,"KL City, Kuala Lumpur",Shopee | Home Appliances | Cooling & Heating | Fans,Koala 18 Inch Industrial STAND FAN Kipas 2 in 1 —3 Blades 3 Speed Mode | Shopee Malaysia,4.7,koala.officialstore,159.99
0.35,,Shopee | Baby & Toys | Baby Safety | Others,(1 PC) Socket Cover Baby Kid Children Safety 3 Pin Plug Protector Childproof Power Electric Protection Cap Anti Shock | Shopee Malaysia,4.9,v2optical,0.35
0.1,,Shopee | Home & Living | Stationery | Stickers & Tapes,Custom Sticker Label | Shopee Malaysia,5,opdesign,0.1
142,"KL City, Kuala Lumpur",Shopee | Men Clothes | Sleepwear & Pajamas | Pajama Set,MISS PONYO Men Cotton Short Sleeve Short Pant Pajamas (No.5291) 雪糕 Ice Cream 水柔棉短袖短裤男士两件套 | Shopee Malaysia,4,90vasofficial,142
5.5,"KL City, Kuala Lumpur",Shopee | Men Clothes | Traditional Wear | Tops,T-shirt Murah 100%Cotton Lelaki Wanita Dewasa Ready Stock | Shopee Malaysia,5,finionline,5.5
48,,Shopee | Men Shoes | Others | Others,💥Puma zoom ready stok KL💯👍 | Shopee Malaysia,4.9,leysponsor,48
23.26,"KL City, Kuala Lumpur",Shopee | Women Clothes | Skirts | Midi Skirts,🌟Women Single Breasted High Waist Mid Length  Solid Denim Skirt | Shopee Malaysia,4.9,beautyone.my,22.9
33,,Shopee | Men Shoes | Others | Others,Ready Stock. Kasut Kilat Kerja Awam Lelaki PU dan KULIT LEMBU Kasut Kawad | Shopee Malaysia,4.9,tkwtxy,33
145,"KL City, Kuala Lumpur",Shopee | Mobile & Accessories | Audio | Speakers,"Tribit Xsound Go (Upgraded) - 16W, Bluetooth Speaker 5.0, Charging C, IPX7 Waterproof, 24 Hours Playtime, TWS Pairing | Shopee Malaysia",5,tribitmalaysia,145
68,,Shopee | Health & Beauty | Oral Care | Teeth Whitening,(READY STOCK) COMPOSITE VENEER DENTAL ( TEETH WHITENING ) XW EXTRA WHITE / W WHITE SINCERA DENTEX RUBY CHARISMA KULZER | Shopee Malaysia,5,wawabeauty.os,68
0.12,,Shopee | Home & Living | Kitchen Storage | Food Storage & Dispensers,🇲🇾 100-600ml Instant Cloth Beg Ice Pack Bag Self-Absorbent Repeated Use Express Refrigerated Fresh-keeping Ais Beg 自吸水冰袋 | Shopee Malaysia,5,want2buymall,0.12
0.5,,Shopee | Health & Beauty | Fragrances | Gift Set & Sampler,5ml 10ml Mini Glass Perfume Spray Bottle / Botol Perfume Spray Jenis Kaca / 香水喷瓶 | Shopee Malaysia,5,lightsense,0.49
45,"KL City, Kuala Lumpur",Shopee | Baby & Toys | Baby Safety | Mosquito Net,"SIV 60-130 CM Pagar Baby Safety Gate Fence Guard With Security Lock For Bayi, Kids, Dogs, Pets | Shopee Malaysia",4.9,sivhomedeco_my,25
7.9,,Shopee | Baby & Toys | Bath & Toiletries | Wipes & Refills,PETPET Baby Wipes 80's x 1 Pack | Shopee Malaysia,5,petpetofficialstore,5.9
11.99,"KL City, Kuala Lumpur",Shopee | Men Clothes | Sets | Occupational Attire,Unisex Safety Vest Reflective Line (Zip Type/ Green & Orange) Heavy Duty Type High Visibility Security Vest Premium Qual | Shopee Malaysia,4.9,aikhuathardware,8.9
15.5,,Shopee | Women Clothes | Tops | T-Shirts,Vintage Wood ears O neck Short sleeve T-shirt 2023 New Woman Slim Fit t shirt tight tee Summer Retro Tops 6 colors | Shopee Malaysia,4.7,taiquanmaoyi.my,8.59
33,"KL City, Kuala Lumpur",Shopee | Women Clothes | Traditional Wear | Tops,4XL To 10XL Heavy Rayon Foil Print Kurti MKF-19002 | Shopee Malaysia,4.8,kaavyafashion,33
0.1,,Shopee | Mobile & Accessories | Tablets | Android Tablets,Pouch Bag For Samsung Tablet Huawei Tablet Tablet Murah Android Tablet 8inch and 10inch | Shopee Malaysia,5,jh_store123,0.1
11.23,,Shopee | Mobile & Accessories | Tablets | Android Tablets,Samsung Galaxy Tab A 10.1 SM-P350 P355C P555C P580N Tablet PC Touch S Pen | Shopee Malaysia,4,seventyone.my,6.76
73,"KL City, Kuala Lumpur",Shopee | Computer & Accessories | Storage & Hard Drives | USB Devices,256GB Usb Flash Drive 2 in 1 Metal Otg Pendrive Dual Slot U Disk For iPhone External Storage Devices | Shopee Malaysia,4.8,samtops3c.my,36.38
12,,Shopee | Health & Beauty | Eye Make Up | Eye Shadow,9 Color Eyeshadow Palette Colourpop Eyeshadow Makeup Palette Waterproof Sweat Proof Eye Shadow Palette | Shopee Malaysia,4.9,lemooc.os,3.99
3.6,,Shopee | Health & Beauty | Eye Make Up | Eyelid Tape & Eyelashes,YSDO 1 Pair Fluffy 3D Faux Mink Eyelash Soft Hand Made False Eyelashes Beauty Makeup Lashes Extension | Shopee Malaysia,4.9,gzysdo.my,1.31
69.9,,Shopee | Health & Beauty | Personal Pleasure | Adult Toys,【LOVE4U】3 In 1 Dildo Vibrator  G Spot Stimulation Vibrator For Women Dildo Adult Toys Nipple Sucker/Nipple Vibrator | Shopee Malaysia,4.8,love4u.my,69.9
3.5,,Shopee | Home Appliances | Large Kitchen Appliances | Water Dispensers & Purifiers,SAEMMUL PP Sediment Filter Replacement Cartridge 1 Micron 100g-140g PP Water Filter | Shopee Malaysia,4.9,joonsiew,2.49
228,"KL City, Kuala Lumpur",Shopee | Home Appliances | Large Kitchen Appliances | Cooktops & Hoods,HETCH Induction Ultra Slim Cooker Soft Touch Control Panel (2000W) | Shopee Malaysia,4.9,hetch,99.9
15.3,,Shopee | Health & Beauty | Hair Care | Hair & Scalp Treatments,The Tonic Lab Zaems 50ml BIRU/ UNGU | Shopee Malaysia,4.9,alyahbeauty.os,15.3
5.99,,Shopee | Men Clothes | Innerwear | Undershirts,🇲🇾 DESINCE Men Singlet Casual Plain Tank Top Undershirt Sleeveless Inner Slim Gym Casual Baju Lelaki MT 101 | Shopee Malaysia,4.7,desince,5.99
199.75,"KL City, Kuala Lumpur",Shopee | Baby & Toys | Baby & Toddler Play | Indoor Climber & Play Structure,"GGB Mr Banana 4IN1 Swing & Slide Indoor/Outdoor Mini Playground With Basketball, Music Play Set For Kids Papan Gelongsor | Shopee Malaysia",4.9,ronnie_cch,179.75
5,"KL City, Kuala Lumpur",Shopee | Men Clothes | Sets | Casual Set,Add Heat Press Custom Logo or Name Printing on T-Shirt | Shopee Malaysia,5,sbinfo,5
1.99,,Shopee | Health & Beauty | Bath & Body | Body Wash & Soap,BOSSKU 1pc Sulfur Soap& Aloe Vera Soap 上海硫磺皂&芦荟皂Men and Women Oil Control Clean Wash Face Wash Hands Bath Back Soap | Shopee Malaysia,4.9,bosskumall,0.99
9.67,"KL City, Kuala Lumpur",Shopee | Men Clothes | Traditional Wear | Bottoms,Men's Underwear Skinny Thongs Casual Soft Sexy Plain Bikini Triangle Lingerie Pouch Summer Beach Men's Fashion | Shopee Malaysia,5,camillecassic.my,6.27
4,,Shopee | Men Clothes | T-shirts & Singlets | T-Shirts,T-shirt  Murah dewasa (s--xxl) 💯% cotton | Shopee Malaysia,4.2,denimm.collection,4
40,"KL City, Kuala Lumpur",Shopee | Home & Living | Home Decor | Curtains & Blinds,KKBS CURTAIN Camilla Langsir Siap Jahit Semi Blackout Plain Cangkuk & Ring (Camilla Ready Made Curtain Hook & Eyelet) | Shopee Malaysia,5,kkbscurtain,25.99
0.89,,"Shopee | Groceries & Pets | Snacks | Biscuits, Cookies & Wafers",VIRAL DOORGIFT POPCORN / GIFT BOX / CENDERAHATI / BISCUIT GIFT / GF6126-6133 | Shopee Malaysia,4.8,rainbowperkahwinan.os,0.89
29.5,"KL City, Kuala Lumpur",Shopee | Women Clothes | Skirts | Mini Skirts,Lovito Casual Plain Split Mini Skirts For Women L20D1127 (Black) Lovito Rok Mini Polos Kasual Model Split L20D1127 (Hitam) | Shopee Malaysia,4.8,lovito.os,20.5
5,,Shopee | Women Clothes | Outerwear | Coats & Jackets,✨NEW & SECOND HAND/PRE-LOVED/USED JACKETS/TOP LAYERS/CARDIGANS/SWEATERS✨ ✨全新/二手外套/夹克/外搭✨ | Shopee Malaysia,4.9,ms_ohhh,5
25,"KL City, Kuala Lumpur",Shopee | Women Clothes | Pants & Shorts | Jeans,seluar jeans stracable perempuan slimfit (26-38). material bergetah Dan berquality. Jeans pant ladies premium quality. | Shopee Malaysia,4.8,fashion_.hub,12.5
12,"KL City, Kuala Lumpur",Shopee | Men Clothes | Sets | Casual Set,Men Male Shirt Solid Blouse Jumper Shirts Pullover T-Shirt High neck Basic Thermal Mens Casual Long Sleeve Tops | Shopee Malaysia,4.8,iambeautiful.my,6
90.99,"KL City, Kuala Lumpur",Shopee | Men Clothes | Sleepwear & Pajamas | Pajama Set,BS02 One Piece Bodysuit Men's Sleepwear | Shopee Malaysia,5,awesomesportwc.my,90.99
10,,Shopee | Health & Beauty | Eye Make Up | Eyebrow,2 in 1 Eyebrow Pencil Waterproof Long Lasting Eye Brow Pencil 4 Colours For Filling And Outlining Makeup EyeBrow | Shopee Malaysia,4.9,lemooc.os,1.19
17,,Shopee | Watches | Others,SEJADAH TURKEY LIMITED EDITION Di  Bawa Khas untuk RAMADAN🔥[clearance sale]🔥ready stock!! | Shopee Malaysia,4.9,black_horse06,9.8
0.5,,Shopee | Men Clothes | Suits | Suit Vests & Waistcoats,Straight Pin Header Single Row 40 ways (Male) - 2.54mm Pitch | Shopee Malaysia,5,littlecraft,0.5
66.5,"KL City, Kuala Lumpur",Shopee | Health & Beauty | Brushes & Beauty Tools | Brushes & Sponges,MAANGE 18Pcs Makeup Brushes Set With Cosmetic Bag Professional Cosmetic Brush Tools | Shopee Malaysia,4.9,maange.os,39.9
22.9,,"Shopee | Games, Books & Hobbies | Other Languages Books | Lifestyle Books",New ORIGINAL Motivation Book Package/Self Improvement & Seal | Shopee Malaysia,5,buahbukuu.my,19.99
9.9,"KL City, Kuala Lumpur",Shopee | Mobile & Accessories | Selfie Accessories | Selfie Lights,26CM /36cm 3phone Self-timer Ring Light for Mobile Phone Shooting And Live Streaming Fill Light With 160CM Tripod | Shopee Malaysia,4.9,wktech,9.9
24.5,"KL City, Kuala Lumpur",Shopee | Women Clothes | Skirts | Maxi Skirts,Premium Long PLEATED SKIRT Eoee 256A REMPEL SKIRT FLOWY PLEATED SKIRT FLARE SKIRT | Shopee Malaysia,4.9,luvaline.my,18.9
30,"KL City, Kuala Lumpur",Shopee | Men's Bags & Wallets | Messenger Bags | Messenger Bags,Vans Men Crossbody Shoulder Bag/ Pouch Bag/ Waist Bag | Shopee Malaysia,4.9,milangallery,15.9
4.79,,Shopee | Mobile & Accessories | Selfie Accessories | Shutters & Lenses,🌸Ready Stock🌸Camera lens film Penutup kamera Compatible For iPhone 12 Pro Max Mini 11 Pro Max Protective Cap Alloy Glass Metal Ring Tempered Glass Full Cover Camera Lens murah Protector 1Pcs | Shopee Malaysia,4.9,ergous2.my,1.89
399,"KL City, Kuala Lumpur",Shopee | Computer & Accessories | Storage & Hard Drives | Memory Cards,SanDisk Ultra A1 Class 10 microSD for Smartphone & Tablets  - (128GB/256GB/512GB)(Max R: 150MB/s)(NO SD ADAPTER) | Shopee Malaysia,5,sandisk.os,92
119,"KL City, Kuala Lumpur",Shopee | Women's Bags | Tote Bags | Others,F.timber Ladies Piper Tote Bag | Shopee Malaysia,5,ftimber,119
3.9,"KL City, Kuala Lumpur",Shopee | Mobile & Accessories | Selfie Accessories | Monopod,Phone Tablet Mobile Stand Holder Foldable Desktop Holder Phonestand Lipat Mini Portable Universal untuk Handphone | Shopee Malaysia,4.9,88gadgetstore,0.19
3.79,,Shopee | Men Clothes | Sets | Occupational Attire,Safety Vest Reflective Belt Jaket Keselamatan with Grey Straps High Visibility Coat Fabric Elastic Reflecting Belt | Shopee Malaysia,4.9,livipro,3.79
29.9,"KL City, Kuala Lumpur",Shopee | Women Clothes | Maternity Wear | Maternity Bottoms,Pregnancy Long Pants Maternity Legging Elastic Cotton Mummy High Waist Stomach Support Pants Legging Mengandung | Shopee Malaysia,4.9,ecobb.os,19.9
5.68,,Shopee | Men Clothes | Traditional Wear | Bottoms,Seluar Lelaki  Jogger Pants Men Seluar Track Lelaki BlackTracksuit Seluar Track Training Wear seluar slack lelaki | Shopee Malaysia,4.7,somen.my,2.5
3.9,,Shopee | Men Clothes | Traditional Wear | Others,#BJ0211/2 (5pc/kad) Butang Baju Melayu Berantai @ Kosong @ 35 pilihan | Shopee Malaysia,4.9,medankahwin,3.9
14,"KL City, Kuala Lumpur",Shopee | Women Clothes | Tops | Shirts & Blouses,blouse clear stock (IN LIVE)🔥🔥🔥 | Shopee Malaysia,5,nurintan.co,14
45,"KL City, Kuala Lumpur",Shopee | Computer & Accessories | Storage & Hard Drives | Memory Cards,SanDisk High Endurance V30 U3 Class 10 microSD™ with Adapter for CCTV / Dashcam (32GB/64GB/128GB/256GB) Max R: 100MB/s | Shopee Malaysia,5,all_it.os,33.3
1.9,"KL City, Kuala Lumpur",Shopee | Mobile & Accessories | Selfie Accessories | Monopod,[Ready Stock] Phone Stand Phone Holder Adjustable Phone Tablet Holder Phone Desk Mount Universal Desktop Holder | Shopee Malaysia,4.9,gadgetbase88,0.45
10,"KL City, Kuala Lumpur",Shopee | Men Clothes | Sets | Casual Set,【 Ready Stock 】H&M Round Neck Long sleeve T-shirt Men Women / Lengan Panjang Lelaki Perempuan | Shopee Malaysia,4.8,mrmurahonline,9.9
0.2,"KL City, Kuala Lumpur",Shopee | Tickets & Vouchers | Services | Others,China to Malaysia海运 中国到马来西亚海运 散货拼柜/整柜 就找JV Home代运服务 | Shopee Malaysia,4.8,sunny_variety_shop_sdn.bhd,0.1
19.9,"KL City, Kuala Lumpur",Shopee | Women Clothes | Outerwear | Sweaters & Cardigans,SK173 -M'SIA Ready Stock Women Knitted Outer Knitted Cardigan 外搭长袖针织衫开衫 | Shopee Malaysia,4.9,sunrisefashion.my,19.9
15,,Shopee | Watches | Others,JAM TANGAN KANAK-KANAK | Shopee Malaysia,5,bullaishah,15
42.8,,Shopee | Watches | Others,EDWIN SLIMFIT 🚫HOT ITEM🔥 | Shopee Malaysia,5,ayujazz,42.8
117,,Shopee | Watches | Women's Watches | Women's Casual,Casio General LTP-V001L-1B Black Leather Band Women Watch | Shopee Malaysia,5,casiomy,117
11.52,"KL City, Kuala Lumpur",Shopee | Men Clothes | Sets | Occupational Attire,twicebuy Kids Hawaiian Grass Skirt Hairband Wristband Garland Set Performance Decors | Shopee Malaysia,4.9,twicebuy.my,5.75
8.9,,Shopee | Automotive | Car Electronics | Vehicle Alarm Systems,1pcs Universal Aluminum Interior Door Lock Pintu Knob Pin Pins for Car Truck kancil kenari kelisa saga flx fl blm imst | Shopee Malaysia,4.9,unlockparts,0.87
6,"KL City, Kuala Lumpur",Shopee | Men Clothes | Pants | Jeans,"🔥 PEWARNA PAKAIAN 🔥 DYE ( Warna Biru Gelap & Hitam ), DYE Untuk Jeans, Slack, Uniform DLL | Shopee Malaysia",4.9,azyjeansserikembangan,6
7,,Shopee | Women Clothes | Playsuits & Jumpsuits | Jumpsuits,item wanita bundle lawo lawo | Shopee Malaysia,5,lawobundle,7
11,,Shopee | Women Clothes | Playsuits & Jumpsuits | Others,Bundle overall denim live lock only❤️ | Shopee Malaysia,5,syuhada5310,11
,,Shopee | Women Clothes | Outerwear | Others,Lovito Plain Quick Drying Sun Protection Sports Jacket L02092 (Light Blue/Purple/Black) | Shopee Malaysia,5,lovito.os,31.37
13,,Shopee | Health & Beauty | Fragrances | For Her,Victoria's Secret Body Mist Collection 250ml | Shopee Malaysia,4.8,dreamfragrance,9.5
,,Shopee | Women Clothes | Maternity Wear | Innerwear,Angel Mommy Nursing Bra Maternity Breastfeeding Bra Push up Cotton Breathable Seamless Pregnancy Women Underwear 937 | Shopee Malaysia,4.9,nursingbra520,7.45
79,"KL City, Kuala Lumpur",Shopee | Women Clothes | Maternity Wear | Maternity Bottoms,SUMMERGLITZ Maternity Pants Cotton Straight Cut Stretchable Work Pregnant Pants Seluar Mengandung Muslimah Ibu Kerja | Shopee Malaysia,4.9,summerglitzfashion,34.9
4,,"Shopee | Games, Books & Hobbies | DVDs, Blueray & CDs | Others",DVD-CARTOON-SONG-COCOMELON COLLECTION | Shopee Malaysia,4.9,dvd_computer_accessories,4
1.72,,Shopee | Women Clothes | Plus Size | Panties,Women Panties  Spender Celana Underwear Seluar Dalam Wanita Perempuan Antibacterial Middle Waist Cotton Cute Korea 内褲 | Shopee Malaysia,4.9,jqshop93,0.99
22.9,,Shopee | Men Clothes | Innerwear | Boxers & Trunks,Man's boxer/underwear C&K 3in1 ready stock untuk dewasa | Shopee Malaysia,4.8,754gkt4jaf,15.8
149,"KL City, Kuala Lumpur",Shopee | Health & Beauty | Oral Care | Water Flossers,XiaoMi Portable Electric Water Flosser 4 Modes Teeth Cleaner IPX7 MEO701 [1 Year Warranty] 小米米家便携冲牙器 | Shopee Malaysia,4.9,dasher,118
50,"KL City, Kuala Lumpur",Shopee | Women Clothes | Outerwear | Sweatshirts,McJoden - NANI Sweater Sweatshirts Long Sleeve Unisex Men & Women Couple 3D Printing | Shopee Malaysia,4.8,mcjoden.os,16.93
1.4,,Shopee | Baby & Toys | Baby Safety | Bumper & Corner Guards,Safety 3 Pin To 2 Outlet Power Socket Cover Protector Key Plug Childproof Baby Kanak Adaptor UK Converter Corner Edge | Shopee Malaysia,4.9,ediyonline,0.23
8.9,,Shopee | Men Clothes | Pants | Chinos Pant,(HARGA BORONG) DEWASA / BUDAK UNISEX SELUAR PENDEK 3/4 3 SUKU SUKAN (ADULT / KIDS UNISEX SHORT PANTS 3/4 SPORT) RAYA | Shopee Malaysia,4.9,th_fashion,4.9
34.9,"KL City, Kuala Lumpur",Shopee | Home Appliances | Small Kitchen Appliances | Food Processors & Meat Grinders,RSS_Malaysia Plug Animore Automatic Electric Meat Grinder Kitchen MultiFunction Blender | Shopee Malaysia,4.7,shop_ready_stock,20.8
27.99,"KL City, Kuala Lumpur",Shopee | Home Appliances | TV Accessories | Others,SpP2 /  Spp2s Crystal Pod with Blitz light/sp2 /sp2s/ first generation /不能通用第二代 | Shopee Malaysia,5,meilynns,27.99
0.55,,Shopee | Automotive | Car Electronics | Vehicle Speakers & Subwoofers,1METER CAR TWEETER SPEAKER WIRE SMALL | Shopee Malaysia,5,autospeed99,0.55
3.9,,Shopee | Mobile & Accessories | Tablets | Android Tablets,Utake Mobile Phone Screen Cleaner Brush Portable Phone Screen Cleaning Artifact Computer Mobile Phone Screen Dust Removal | Shopee Malaysia,5,utake.my,3.12
4,,Shopee | Home Appliances | Sewing Machines | Sewing Machines and Accessories,🔥BORONG MURAH 🔥 Sewing Thread / Benang Jahit Biasa 4000m / Benang Jahit Biasa 4000m /  Alat Jahitan / Sewing Accessories | Shopee Malaysia,4.9,sewingmachineonlinestore,3.9
1299,"KL City, Kuala Lumpur",Shopee | Computer & Accessories | Office Equipment | Paper Shredders,Biosystem Platinum III Office Use Paper Shredder (Cross Cut) | Shopee Malaysia,5,tetrix,1299
