price_ori,delivery,item_category_detail,title,item_rating,seller_name,price_actual
25.8,"KL City, Kuala Lumpur",Women's Bags | Shoulder Bags | Shoulder Bags,1081 PU SLING BAG KULIT leather Casual Beg Tangan Wanita women Shoulder Wallet Purse Travel READY STOCK QQF WHOLESALE,4.9,qqfwholesale,12.9
1.41,,Home Appliances | Sewing Machines | Sewing Machines and Accessories,Stat Chinese Traditional Frog Buttons Knot Cheongsam Frog Buckle Sewing Fasteners,5,stationery.my,0.75
8.5,"KL City, Kuala Lumpur",Women's Bags | Handbags | Set Handbags,N09 READY STOCK MYFOOYIN woman handbag set 2in1 sling bag,4.9,fooyin88,8.5
3999.0,"KL City, Kuala Lumpur",Cameras & Drones | DSLR Cameras | DSLRs,Canon EOS 70D 18-55mm IS STM Original+64gb+extra battery original (MADE IN JAPAN)3 years Warranty,5,xpro.gadget,2739.0
2950.0,,Cameras & Drones | Others | Others,"Atomos Ninja Cast Stand-Alone Switcher, Multiview Monitor And Broadcast Quality Recorder (Ninja V + AtomX CAST)",No ratings yet,cameravalley,2950.0
0.49,,Mobile & Accessories | Cases & Covers | Mobile Pouches,Mobile Phone Smartphone Powerbank Soft Pouch Bag Cover Water Resistant with String.Ready Stock KL ship out within 24hour,4.9,orangetechnology,0.49
11.0,"KL City, Kuala Lumpur",Men Clothes | Traditional Wear | Bottoms,Fashion Men's Sheer Thong Low Rise Stretch G-String T-Back Briefs,5,mrbunny.my,5.5
599.0,"KL City, Kuala Lumpur",Mobile & Accessories | Cool Gadgets | Stylus,Apple Pencil (2nd Generation),4.9,switch_os,449.0
5.0,"KL City, Kuala Lumpur",Mobile & Accessories | Cables & Chargers | Docks,1PCS Universal Adjustable Multi-functional Stand Holder Cradle Folding Portable Stand Support Mobile phone accessories,4.9,yutianying3.my,0.99
39.9,"KL City, Kuala Lumpur",Men's Bags & Wallets | Messenger Bags | Messenger Bags,Sports Messenger Sling Bag Shoulder Bag Crossbody Bag,4.9,hnkk8896,39.9
33.0,,Watches | Others,JAM TANGAN MURAH GSHOCKK DW6900 DIGITAL - JAM TANGAN LELAKI DAN WANITA MURAH,4.9,miroshi_ent.my12,33.0
0.44,,Health & Beauty | Fragrances | Gift Set & Sampler,VIRAL Perfum Mini Harga Bawah Pasaran Online Hot Selling Mini Perfume Sample 2ml (Random),4.9,siowgogo,0.44
228.0,"KL City, Kuala Lumpur",Baby & Toys | Baby & Toddler Play | Indoor Climber & Play Structure,🤩SHOCKING PROMO🤩 TOYS STREET INDOOR OUTDOOR CAR TOON SWING  & SLIDE & MUSIC WITH BASKETBALL PLAYGROUND SET,4.9,toysstreet,198.0
8.99,,Men Clothes | Innerwear | Undershirts,Men Slimming Slim Singlet Vest Belt Slim n Body Fit Shaper,4.8,setiaborongsales,8.99
138.25,"KL City, Kuala Lumpur",Men Clothes | Sleepwear & Pajamas | Pajama Set,【Ready Stock】❀ nightwear Pasangan flanel musim sejuk satu keping piyama lelaki dan wanita menebal doraemon bulu karang jingle pencinta kucing,5,gejiaomaoyi2.my,69.13
0.25,,Home & Living | Kitchen Storage | Food Storage & Dispensers,⚡️READY STOCK⚡️ BALANG 180ML KUIH/BALANG KUEH/BALANG RAYA PLASTIK,5,choonkeat90,0.25
557.0,,Health & Beauty | Eye Care | Eye Cream & Serum,Estee Lauder Advanced Night Repair Eye Supercharged Gel-Crème Synchronized Multi-Recovery Eye Cream 15ml  (2pcs),4.9,nanamall.os,330.6
17.8,,Groceries & Pets | Alcoholic Beverages | Others,Good Day Soju - Lychee (360ml),5,elegantlyred.os,17.8
,,Home Appliances | Cooling & Heating | Fans,GOOJODOQ Desk Folding Fan Multipurpose Portable USB Fan Handheld Rechargeable Desk Cooling Fan,4.9,goojodoqshop.my,3.9
15.98,"KL City, Kuala Lumpur",Mobile & Accessories | Cables & Chargers | iPhone Cables,Baseus USB Charger 2.4A Fast Charging Data USB Cable for iPhone 13 mini pro Max 11 Xr X 8 7 Plus Apple iPad Charger USB Cable,4.9,baseuscar.os,7.74
5.2,,Home Appliances | Large Kitchen Appliances | Refrigerators,[ Top Quality ] Fridge Relay Overload PTC Starter Refrigerator Freezer Peti Ais Sejuk Minibar Compressor 1Pin 2Pin 3Pin,4.9,aw_team,5.2
0.65,,Home Appliances | Sewing Machines | Sewing Machines and Accessories,Size #5 NYLON Zipper by Yard Rainbow Nylon Zip Rainbow Zipper Nylon Coil Zipper Bag Zip Beg *Zip Potong* OR Zip Head,5,sewingstore,0.65
0.15,,Fashion Accessories | More Accessories | Keychains & Lanyard,(Min. 50pcs) 4cm Keychain Cute Suitable For Free Gift Murah Borong Mini Keychains Lanyard Keychain Murah Cheap Key Chain,4.9,sumohome.os,0.1
1.0,,Men Clothes | T-shirts & Singlets | T-Shirts,CUSTOM MADE TSHIRT PRINTING ! READ DESCRIPTION BEFORE ORDERING ! PRE-ORDER ! NO MINIMUM ORDER !,4.8,sales.printjc,1.0
33.9,"KL City, Kuala Lumpur",Women Clothes | Skirts | Others,Fashflow - Aretha Wrap Skirt | Plain Wrapped Skirt,4.9,fashflowstore.my,33.9
10.0,"KL City, Kuala Lumpur",Men Clothes | Suits | Suit Sets,KADET UNIFORM PUTERI ISLAM ( LENGAN PANJANG ) - K008LS,5,pywholesales,10.0
98.0,"KL City, Kuala Lumpur",Men Clothes | Sets | Occupational Attire,💥NEW STYLE💥 BAJU SCRUB MEDICAL SCRUB SUIT Doctor 's Scrub FOR MAN & WOMEN / TOP+PANTS,4.9,manwei.my,37.8
2.0,,Home Appliances | Televisions | Antennas,TV AERIAL DIGITAL ANTENNA PLUG / SOCKET CONNECTOR ADAPTER COAXIAL PLUG / COAXIAL SOCKET (1000868/0870),5,zhernhong_eletronik,2.0
55.0,"KL City, Kuala Lumpur",Home & Living | Home Decor | Curtains & Blinds,Ready stock Door Window Blackout Curtain langsir Theral Solid Window Curtain Star Curtain,4.9,kk_gift,34.1
119.0,,Home Appliances | Large Kitchen Appliances | Water Dispensers & Purifiers,KONKA Water Purifier Easy To Install Penapis Air Washable Filters (4 Pcs),4.9,konka_direct.os,56.05
3.5,,Baby & Toys | Feeding & Nursing | Teethers & Pacifiers,LAKOE Baby Puting Nipple for Wide Neck Bottle Pigeon pacifier Replacement Baby Silicone Pacifier Bayi Susu Bottle,4.9,lakoeofficialstore,1.26
59.0,"KL City, Kuala Lumpur",Home Appliances | Small Kitchen Appliances | Multi-function & Pressure Cookers,🇨🇳Wholesaler🇨🇳 Electric Frying Pan Rice Portable Mini Rice Cooker Periuk Nasi Multicooker Steamer Hostel Cooker,4.8,fersonsb,15.6
159.99,"KL City, Kuala Lumpur",Home Appliances | Cooling & Heating | Fans,Koala 18 Inch Industrial STAND FAN Kipas 2 in 1 —3 Blades 3 Speed Mode,4.7,koala.officialstore,159.99
0.35,,Baby & Toys | Baby Safety | Others,(1 PC) Socket Cover Baby Kid Children Safety 3 Pin Plug Protector Childproof Power Electric Protection Cap Anti Shock,4.9,v2optical,0.35
0.1,,Home & Living | Stationery | Stickers & Tapes,Custom Sticker Label,5,opdesign,0.1
5.5,"KL City, Kuala Lumpur",Men Clothes | Traditional Wear | Tops,T-shirt Murah 100%Cotton Lelaki Wanita Dewasa Ready Stock,5,finionline,5.5
48.0,,Men Shoes | Others | Others,💥Puma zoom ready stok KL💯👍,4.9,leysponsor,48.0
23.26,"KL City, Kuala Lumpur",Women Clothes | Skirts | Midi Skirts,🌟Women Single Breasted High Waist Mid Length  Solid Denim Skirt,4.9,beautyone.my,22.9
33.0,,Men Shoes | Others | Others,Ready Stock. Kasut Kilat Kerja Awam Lelaki PU dan KULIT LEMBU Kasut Kawad,4.9,tkwtxy,33.0
145.0,"KL City, Kuala Lumpur",Mobile & Accessories | Audio | Speakers,"Tribit Xsound Go (Upgraded) - 16W, Bluetooth Speaker 5.0, Charging C, IPX7 Waterproof, 24 Hours Playtime, TWS Pairing",5,tribitmalaysia,145.0
68.0,,Health & Beauty | Oral Care | Teeth Whitening,(READY STOCK) COMPOSITE VENEER DENTAL ( TEETH WHITENING ) XW EXTRA WHITE / W WHITE SINCERA DENTEX RUBY CHARISMA KULZER,5,wawabeauty.os,68.0
45.0,"KL City, Kuala Lumpur",Baby & Toys | Baby Safety | Mosquito Net,"SIV 60-130 CM Pagar Baby Safety Gate Fence Guard With Security Lock For Bayi, Kids, Dogs, Pets",4.9,sivhomedeco_my,25.0
7.9,,Baby & Toys | Bath & Toiletries | Wipes & Refills,PETPET Baby Wipes 80's x 1 Pack,5,petpetofficialstore,5.9
11.99,"KL City, Kuala Lumpur",Men Clothes | Sets | Occupational Attire,Unisex Safety Vest Reflective Line (Zip Type/ Green & Orange) Heavy Duty Type High Visibility Security Vest Premium Qual,4.9,aikhuathardware,8.9
15.5,,Women Clothes | Tops | T-Shirts,Vintage Wood ears O neck Short sleeve T-shirt 2023 New Woman Slim Fit t shirt tight tee Summer Retro Tops 6 colors,4.7,taiquanmaoyi.my,8.59
33.0,"KL City, Kuala Lumpur",Women Clothes | Traditional Wear | Tops,4XL To 10XL Heavy Rayon Foil Print Kurti MKF-19002,4.8,kaavyafashion,33.0
0.1,,Mobile & Accessories | Tablets | Android Tablets,Pouch Bag For Samsung Tablet Huawei Tablet Tablet Murah Android Tablet 8inch and 10inch,5,jh_store123,0.1
11.23,,Mobile & Accessories | Tablets | Android Tablets,Samsung Galaxy Tab A 10.1 SM-P350 P355C P555C P580N Tablet PC Touch S Pen,4,seventyone.my,6.76
73.0,"KL City, Kuala Lumpur",Computer & Accessories | Storage & Hard Drives | USB Devices,256GB Usb Flash Drive 2 in 1 Metal Otg Pendrive Dual Slot U Disk For iPhone External Storage Devices,4.8,samtops3c.my,36.38
12.0,,Health & Beauty | Eye Make Up | Eye Shadow,9 Color Eyeshadow Palette Colourpop Eyeshadow Makeup Palette Waterproof Sweat Proof Eye Shadow Palette,4.9,lemooc.os,3.99
3.6,,Health & Beauty | Eye Make Up | Eyelid Tape & Eyelashes,YSDO 1 Pair Fluffy 3D Faux Mink Eyelash Soft Hand Made False Eyelashes Beauty Makeup Lashes Extension,4.9,gzysdo.my,1.31
69.9,,Health & Beauty | Personal Pleasure | Adult Toys,【LOVE4U】3 In 1 Dildo Vibrator  G Spot Stimulation Vibrator For Women Dildo Adult Toys Nipple Sucker/Nipple Vibrator,4.8,love4u.my,69.9
3.5,,Home Appliances | Large Kitchen Appliances | Water Dispensers & Purifiers,SAEMMUL PP Sediment Filter Replacement Cartridge 1 Micron 100g-140g PP Water Filter,4.9,joonsiew,2.49
228.0,"KL City, Kuala Lumpur",Home Appliances | Large Kitchen Appliances | Cooktops & Hoods,HETCH Induction Ultra Slim Cooker Soft Touch Control Panel (2000W),4.9,hetch,99.9
15.3,,Health & Beauty | Hair Care | Hair & Scalp Treatments,The Tonic Lab Zaems 50ml BIRU/ UNGU,4.9,alyahbeauty.os,15.3
5.99,,Men Clothes | Innerwear | Undershirts,🇲🇾 DESINCE Men Singlet Casual Plain Tank Top Undershirt Sleeveless Inner Slim Gym Casual Baju Lelaki MT 101,4.7,desince,5.99
199.75,"KL City, Kuala Lumpur",Baby & Toys | Baby & Toddler Play | Indoor Climber & Play Structure,"GGB Mr Banana 4IN1 Swing & Slide Indoor/Outdoor Mini Playground With Basketball, Music Play Set For Kids Papan Gelongsor",4.9,ronnie_cch,179.75
5.0,"KL City, Kuala Lumpur",Men Clothes | Sets | Casual Set,Add Heat Press Custom Logo or Name Printing on T-Shirt,5,sbinfo,5.0
9.67,"KL City, Kuala Lumpur",Men Clothes | Traditional Wear | Bottoms,Men's Underwear Skinny Thongs Casual Soft Sexy Plain Bikini Triangle Lingerie Pouch Summer Beach Men's Fashion,5,camillecassic.my,6.27
4.0,,Men Clothes | T-shirts & Singlets | T-Shirts,T-shirt  Murah dewasa (s--xxl) 💯% cotton,4.2,denimm.collection,4.0
40.0,"KL City, Kuala Lumpur",Home & Living | Home Decor | Curtains & Blinds,KKBS CURTAIN Camilla Langsir Siap Jahit Semi Blackout Plain Cangkuk & Ring (Camilla Ready Made Curtain Hook & Eyelet),5,kkbscurtain,25.99
0.89,,"Groceries & Pets | Snacks | Biscuits, Cookies & Wafers",VIRAL DOORGIFT POPCORN / GIFT BOX / CENDERAHATI / BISCUIT GIFT / GF6126-6133,4.8,rainbowperkahwinan.os,0.89
29.5,"KL City, Kuala Lumpur",Women Clothes | Skirts | Mini Skirts,Lovito Casual Plain Split Mini Skirts For Women L20D1127 (Black) Lovito Rok Mini Polos Kasual Model Split L20D1127 (Hitam),4.8,lovito.os,20.5
25.0,"KL City, Kuala Lumpur",Women Clothes | Pants & Shorts | Jeans,seluar jeans stracable perempuan slimfit (26-38). material bergetah Dan berquality. Jeans pant ladies premium quality.,4.8,fashion_.hub,12.5
12.0,"KL City, Kuala Lumpur",Men Clothes | Sets | Casual Set,Men Male Shirt Solid Blouse Jumper Shirts Pullover T-Shirt High neck Basic Thermal Mens Casual Long Sleeve Tops,4.8,iambeautiful.my,6.0
90.99,"KL City, Kuala Lumpur",Men Clothes | Sleepwear & Pajamas | Pajama Set,BS02 One Piece Bodysuit Men's Sleepwear,5,awesomesportwc.my,90.99
10.0,,Health & Beauty | Eye Make Up | Eyebrow,2 in 1 Eyebrow Pencil Waterproof Long Lasting Eye Brow Pencil 4 Colours For Filling And Outlining Makeup EyeBrow,4.9,lemooc.os,1.19
17.0,,Watches | Others,SEJADAH TURKEY LIMITED EDITION Di  Bawa Khas untuk RAMADAN🔥[clearance sale]🔥ready stock!!,4.9,black_horse06,9.8
0.5,,Men Clothes | Suits | Suit Vests & Waistcoats,Straight Pin Header Single Row 40 ways (Male) - 2.54mm Pitch,5,littlecraft,0.5
66.5,"KL City, Kuala Lumpur",Health & Beauty | Brushes & Beauty Tools | Brushes & Sponges,MAANGE 18Pcs Makeup Brushes Set With Cosmetic Bag Professional Cosmetic Brush Tools,4.9,maange.os,39.9
22.9,,"Games, Books & Hobbies | Other Languages Books | Lifestyle Books",New ORIGINAL Motivation Book Package/Self Improvement & Seal,5,buahbukuu.my,19.99
9.9,"KL City, Kuala Lumpur",Mobile & Accessories | Selfie Accessories | Selfie Lights,26CM /36cm 3phone Self-timer Ring Light for Mobile Phone Shooting And Live Streaming Fill Light With 160CM Tripod,4.9,wktech,9.9
24.5,"KL City, Kuala Lumpur",Women Clothes | Skirts | Maxi Skirts,Premium Long PLEATED SKIRT Eoee 256A REMPEL SKIRT FLOWY PLEATED SKIRT FLARE SKIRT,4.9,luvaline.my,18.9
30.0,"KL City, Kuala Lumpur",Men's Bags & Wallets | Messenger Bags | Messenger Bags,Vans Men Crossbody Shoulder Bag/ Pouch Bag/ Waist Bag,4.9,milangallery,15.9
4.79,,Mobile & Accessories | Selfie Accessories | Shutters & Lenses,🌸Ready Stock🌸Camera lens film Penutup kamera Compatible For iPhone 12 Pro Max Mini 11 Pro Max Protective Cap Alloy Glass Metal Ring Tempered Glass Full Cover Camera Lens murah Protector 1Pcs,4.9,ergous2.my,1.89
399.0,"KL City, Kuala Lumpur",Computer & Accessories | Storage & Hard Drives | Memory Cards,SanDisk Ultra A1 Class 10 microSD for Smartphone & Tablets  - (128GB/256GB/512GB)(Max R: 150MB/s)(NO SD ADAPTER),5,sandisk.os,92.0
119.0,"KL City, Kuala Lumpur",Women's Bags | Tote Bags | Others,F.timber Ladies Piper Tote Bag,5,ftimber,119.0
3.9,"KL City, Kuala Lumpur",Mobile & Accessories | Selfie Accessories | Monopod,Phone Tablet Mobile Stand Holder Foldable Desktop Holder Phonestand Lipat Mini Portable Universal untuk Handphone,4.9,88gadgetstore,0.19
3.79,,Men Clothes | Sets | Occupational Attire,Safety Vest Reflective Belt Jaket Keselamatan with Grey Straps High Visibility Coat Fabric Elastic Reflecting Belt,4.9,livipro,3.79
29.9,"KL City, Kuala Lumpur",Women Clothes | Maternity Wear | Maternity Bottoms,Pregnancy Long Pants Maternity Legging Elastic Cotton Mummy High Waist Stomach Support Pants Legging Mengandung,4.9,ecobb.os,19.9
5.68,,Men Clothes | Traditional Wear | Bottoms,Seluar Lelaki  Jogger Pants Men Seluar Track Lelaki BlackTracksuit Seluar Track Training Wear seluar slack lelaki,4.7,somen.my,2.5
3.9,,Men Clothes | Traditional Wear | Others,#BJ0211/2 (5pc/kad) Butang Baju Melayu Berantai @ Kosong @ 35 pilihan,4.9,medankahwin,3.9
14.0,"KL City, Kuala Lumpur",Women Clothes | Tops | Shirts & Blouses,blouse clear stock (IN LIVE)🔥🔥🔥,5,nurintan.co,14.0
45.0,"KL City, Kuala Lumpur",Computer & Accessories | Storage & Hard Drives | Memory Cards,SanDisk High Endurance V30 U3 Class 10 microSD™ with Adapter for CCTV / Dashcam (32GB/64GB/128GB/256GB) Max R: 100MB/s,5,all_it.os,33.3
1.9,"KL City, Kuala Lumpur",Mobile & Accessories | Selfie Accessories | Monopod,[Ready Stock] Phone Stand Phone Holder Adjustable Phone Tablet Holder Phone Desk Mount Universal Desktop Holder,4.9,gadgetbase88,0.45
10.0,"KL City, Kuala Lumpur",Men Clothes | Sets | Casual Set,【 Ready Stock 】H&M Round Neck Long sleeve T-shirt Men Women / Lengan Panjang Lelaki Perempuan,4.8,mrmurahonline,9.9
15.0,,Watches | Others,JAM TANGAN KANAK-KANAK,5,bullaishah,15.0
42.8,,Watches | Others,EDWIN SLIMFIT 🚫HOT ITEM🔥,5,ayujazz,42.8
117.0,,Watches | Women's Watches | Women's Casual,Casio General LTP-V001L-1B Black Leather Band Women Watch,5,casiomy,117.0
11.52,"KL City, Kuala Lumpur",Men Clothes | Sets | Occupational Attire,twicebuy Kids Hawaiian Grass Skirt Hairband Wristband Garland Set Performance Decors,4.9,twicebuy.my,5.75
8.9,,Automotive | Car Electronics | Vehicle Alarm Systems,1pcs Universal Aluminum Interior Door Lock Pintu Knob Pin Pins for Car Truck kancil kenari kelisa saga flx fl blm imst,4.9,unlockparts,0.87
6.0,"KL City, Kuala Lumpur",Men Clothes | Pants | Jeans,"🔥 PEWARNA PAKAIAN 🔥 DYE ( Warna Biru Gelap & Hitam ), DYE Untuk Jeans, Slack, Uniform DLL",4.9,azyjeansserikembangan,6.0
7.0,,Women Clothes | Playsuits & Jumpsuits | Jumpsuits,item wanita bundle lawo lawo,5,lawobundle,7.0
11.0,,Women Clothes | Playsuits & Jumpsuits | Others,Bundle overall denim live lock only❤️,5,syuhada5310,11.0
,,Women Clothes | Outerwear | Others,Lovito Plain Quick Drying Sun Protection Sports Jacket L02092 (Light Blue/Purple/Black),5,lovito.os,31.37
13.0,,Health & Beauty | Fragrances | For Her,Victoria's Secret Body Mist Collection 250ml,4.8,dreamfragrance,9.5
,,Women Clothes | Maternity Wear | Innerwear,Angel Mommy Nursing Bra Maternity Breastfeeding Bra Push up Cotton Breathable Seamless Pregnancy Women Underwear 937,4.9,nursingbra520,7.45
79.0,"KL City, Kuala Lumpur",Women Clothes | Maternity Wear | Maternity Bottoms,SUMMERGLITZ Maternity Pants Cotton Straight Cut Stretchable Work Pregnant Pants Seluar Mengandung Muslimah Ibu Kerja,4.9,summerglitzfashion,34.9
4.0,,"Games, Books & Hobbies | DVDs, Blueray & CDs | Others",DVD-CARTOON-SONG-COCOMELON COLLECTION,4.9,dvd_computer_accessories,4.0
22.9,,Men Clothes | Innerwear | Boxers & Trunks,Man's boxer/underwear C&K 3in1 ready stock untuk dewasa,4.8,754gkt4jaf,15.8
50.0,"KL City, Kuala Lumpur",Women Clothes | Outerwear | Sweatshirts,McJoden - NANI Sweater Sweatshirts Long Sleeve Unisex Men & Women Couple 3D Printing,4.8,mcjoden.os,16.93
1.4,,Baby & Toys | Baby Safety | Bumper & Corner Guards,Safety 3 Pin To 2 Outlet Power Socket Cover Protector Key Plug Childproof Baby Kanak Adaptor UK Converter Corner Edge,4.9,ediyonline,0.23
8.9,,Men Clothes | Pants | Chinos Pant,(HARGA BORONG) DEWASA / BUDAK UNISEX SELUAR PENDEK 3/4 3 SUKU SUKAN (ADULT / KIDS UNISEX SHORT PANTS 3/4 SPORT) RAYA,4.9,th_fashion,4.9
34.9,"KL City, Kuala Lumpur",Home Appliances | Small Kitchen Appliances | Food Processors & Meat Grinders,RSS_Malaysia Plug Animore Automatic Electric Meat Grinder Kitchen MultiFunction Blender,4.7,shop_ready_stock,20.8
0.55,,Automotive | Car Electronics | Vehicle Speakers & Subwoofers,1METER CAR TWEETER SPEAKER WIRE SMALL,5,autospeed99,0.55
3.9,,Mobile & Accessories | Tablets | Android Tablets,Utake Mobile Phone Screen Cleaner Brush Portable Phone Screen Cleaning Artifact Computer Mobile Phone Screen Dust Removal,5,utake.my,3.12
4.0,,Home Appliances | Sewing Machines | Sewing Machines and Accessories,🔥BORONG MURAH 🔥 Sewing Thread / Benang Jahit Biasa 4000m / Benang Jahit Biasa 4000m /  Alat Jahitan / Sewing Accessories,4.9,sewingmachineonlinestore,3.9
1299.0,"KL City, Kuala Lumpur",Computer & Accessories | Office Equipment | Paper Shredders,Biosystem Platinum III Office Use Paper Shredder (Cross Cut),5,tetrix,1299.0
45.0,"KL City, Kuala Lumpur",Women Shoes | Flats | Ballet Flats,Fashion Women Flat Shoes Suede Leather Colth Soft Ladies Flat Heel Working Shoe Pure Colours,4.9,maxdi.my,18.05
0.2,,Groceries & Pets | Others | Others,Daun Sirih Segar dan berkualiti dari Pohon,4.7,shah_yoe89,0.2
3.5,"KL City, Kuala Lumpur",Mobile & Accessories | Cables & Chargers | Android Cables,HUAWEI 5A SuperCable 1M 1.5M 2M 3M Meter 5A Type C or 5A Micro USB & ONE SET CHARGER (18W),4.9,wcgadgetworld,3.5
49.82,"KL City, Kuala Lumpur",Men Clothes | Outerwear | Jackets,✦MOLLGE✦ Summer New Retro Baseball Jacket Men Stitching Casual Long Sleeved College Style Brown Varsity Jacket Men lelaki,4.8,mollge.my,24.91
64.82,,Fashion Accessories | Eyewear | Sunglasses,HEVIA 0.1 Second Smart Photochromic Polarized Sunglasses Men Women Driving Fishing PG032,4.8,hevia.my,56.0
35.0,,Fashion Accessories | Eyewear | Eyeglasses,Cross link temple adjustable,4.9,neverfoon,34.99
6.99,,Mobile & Accessories | Tablets | Android Tablets,SAMSUNG TAB 4 T231 HOME BUTTON,5,skw88,6.99
0.4,,Fashion Accessories | More Accessories | Keychains & Lanyard,Cute Cartoon Disney  Key Chain Key Ring PVC Keychain Gift,5,bestborongmalaysia,0.15
52.9,,Health & Beauty | Personal Pleasure | Adult Toys,PAM ELEKTRIK LCD Rechargeable Penis Pump Zakar Enlargement Automatic Vacuum Pam Zakar Electric Penis Pump Pembesar Zakar,4.8,toys69xx,47.92
6.2,"KL City, Kuala Lumpur",Men Clothes | Suits | Blazer,Household dustproof products clothes dustproof cover suit thickened coat dustproof bag cover plastic bag clothes hanging W8FR,1,gzxiushi.my,6.2
75.6,"KL City, Kuala Lumpur",Men Clothes | Sleepwear & Pajamas | Pajama Set,Quality Plus Size L-3XL Men's Silk Satin Pyjama Set Male Sleepwear Pajama Short Sleeve Home Wear Suits Nightwear,4.4,alimei.my,75.6
0.1,,Home & Living | Housekeeping & Laundry | Cleaning Tools,(1 Piece) Magic Auto Toilet Bowl Cleaner Blue Bubble Flush Bathroom Clean Individual Packaging,4.8,spectrumvision,0.1
7.5,"KL City, Kuala Lumpur",Fashion Accessories | More Accessories | Scarves,SHAWL BUBBLE SATIN (LUXE),4.9,i_hijab,7.5
15.98,"KL City, Kuala Lumpur",Mobile & Accessories | Cables & Chargers | Android Cables,Essager USB 3.0 Type-C OTG Adapter Type C USB C Male To USB Female Converter For Macbook Xiaomi Samsung S20 USBC OTG Connector,4.9,essager.os,4.24
60.0,"KL City, Kuala Lumpur",Mobile & Accessories | Cables & Chargers | Chargers,UGREEN 20W PD Fast USB Charger Quick Charge 4.0 3.0 Charger compatible for iPhone 14 13 12 11 X XS XR 8 For IOS 15 system,4.9,ugreen_official,37.9
70.58,"KL City, Kuala Lumpur",Men Clothes | Sleepwear & Pajamas | Pajama Set,Autumn and winter home service couple models cotton crepe gauze pajamas cover men's cotton long-sleeved trousers suit women,5,skyluckymy.my,70.58
8.6,"KL City, Kuala Lumpur",Women Clothes | Maternity Wear | Maternity Bottoms,SUMMERGLITZ Maternity Pants Ironless Stretchable Comfy Bell Bottom Seluar Mengandung Bootcut Muslimah Pregnant Pant,4.9,summerglitzfashion,8.6
69.0,"KL City, Kuala Lumpur",Women Clothes | Playsuits & Jumpsuits | Jumpsuits,Ready Stock【M'SIA】Women Denim Adjustable Strap Jumpsuit Straight Pants,4.9,espace_online,34.5
3.9,,Women Clothes | Plus Size | Panties,🇲🇾ReadyStock Panties Plus size Seluar Dalam Wanita plus size Panties women 319 seluar dalam perempuan/underwear women,4.9,future_roses,2.65
55.4,"KL City, Kuala Lumpur",Men Clothes | Suits | Blazer,Baolaiwu Men's Slim Fit Stylish Casual Two Button Suit Coat Jacket Business Blazers Men Coat High Quality Men Blazers(Black),4.7,baolaiwu.my,55.4
50.0,,Health & Beauty | Bath & Body | Body Wash & Soap,Grace and Glow Black Opium + English Pear and Freesia Anti Acne Solution Body Wash,4.9,graceandglow.my,36.8
43.82,"KL City, Kuala Lumpur",Men Clothes | Shirts | Business & Casual Shirts,🔥READY STOCK🔥 Men Shirt Hawaiian Shirt Beach Flower Shirt Short-sleeved Shirt Men Loose Casual Man Shirt Vintage Shirt Lelaki Baju Bunga,4.7,heiying.my,21.91
9.67,"KL City, Kuala Lumpur",Men Clothes | Traditional Wear | Bottoms,Men's Underwear Skinny Thongs Casual Soft Sexy Plain Bikini Triangle Lingerie Pouch Summer Beach Men's Fashion,5,camillecassic.my,6.27
22.8,,Women Clothes | Maternity Wear | Innerwear,ALICIA'S SECRET Safety Women Long Skirt Innerwear Inner Skirt Cotton Cream Kain Dalam Perempuan 1PC LTK3952 READY STOCK,4.9,sales.printjc,12.9
33.9,"KL City, Kuala Lumpur",Mobile & Accessories | Cool Gadgets | Other Gadgets,Free Shipping🇲🇾 ORIGINAL ✅BaoFeng BF-888S Walkie Talkie 5WB BF-888S 1Pair Outdoor Walkie Talkie 16 Channel,4.9,asiatalkwalkietalkie,33.9
5.9,,Men Clothes | Innerwear | Boxers & Trunks,MURAH MM_ MEN BOXER 3 IN 1 BOX/ SPENDER FOR MEN UNDERWEAR PREMIUM / PROMOTION / SELUAR DALAM LELAKI 3PCS IN 1 BOX,4.7,murahmaxmix.com.my,4.9
39.0,"KL City, Kuala Lumpur",Men Clothes | Sleepwear & Pajamas | Pajama Set,"{6XL, 8XL, 10XL, 13XL}💥🔥 seluar pelikat, hitam, jogger;UNISEX, over size!!!",4.9,hmmomin,10.99
33.9,"KL City, Kuala Lumpur",Men Clothes | Sports Wear | Jerseys,MAXX Graphic Tee MXGT043 (4 COLORS),5,jjsports.,18.71
15.0,,Mobile & Accessories | Tablets | Android Tablets,"ready stock Adjustable Foldable Laptop Stand Non Slip Holder, Foldable Desktop Holder",4.9,eyre9420,4.99
0.5,,Health & Beauty | Personal Pleasure | Condoms & Lubricants,SIYI 6ml Body Lubricant Oil Sex Toy Mainan seks Lube Pelincir Sex Toy,4.9,sbchenterprise,0.15
0.8,,Mobile & Accessories | Others | Others,WET DRY WIPES Cleaning Cloth for All Phone Tablet PC LCD Screen Protector Dust Paper Dirt Removal Alcohol Pad,4.9,gadget_collection.os,0.29
5.9,,Men Clothes | Pants | Others,Back to School !! Ready Stock Seluar Panjang Tracksuit PraSekolah Sukan Sport pants | Size 20-42 |  31055 - 31060,5,rj.superstore,5.9
5.0,,Men Clothes | Pants | Jeans,- LOCK LIVE - MAN JEANS PANT/SELUAR JEANS,4.9,naharudin_1981,5.0
39.9,,Men Clothes | Innerwear | Briefs,RENOMA - 2 Trunk (REX322),4.9,theundershop.os,39.9
